survey_area,est_year,season,n_species,numlen_adj_total,mean_len_cm,med_len_cm,min_len_cm,max_len_cm,mean_wt_kg,med_wt_kg,min_wt_kg,max_wt_kg,area_titles,bot_temp,overall_avg_btemp,bot_temp_anom,total_weight_lb
GB,1977,Fall,36,20974.999999999614,33.39601167191016,35,2,123,0.6031074334535006,0.2955284474720241,3.949442537340164e-5,18.52707990329679,Georges Bank,11.672692993388477,11.364273827197954,0.30841916619052157,96097409.71596192
GB,1977,Spring,37,9862.999999999956,38.0758744856044,36,5,137,0.7128513534994917,0.4578811465265126,0.00106241829327627,25.773015473779108,Georges Bank,6.545249123993611,6.301109876470461,0.24413924752315008,96097409.71596192
GB,1978,Fall,36,43128.000000001346,28.28041419439925,26,2,110,0.4501282949950958,0.1441710443713423,7.774084377386267e-5,19.042566862467215,Georges Bank,11.513106505662924,11.364273827197954,0.14883267846497006,111622558.8752688
GB,1978,Spring,34,9647.00000000001,43.24260444887029,42,3,116,1.0787442386557549,0.5271067762498076,3.163249227451163e-4,15.935321747324616,Georges Bank,6.087481248698418,6.301109876470461,-0.21362862777204317,111622558.8752688
GB,1979,Fall,39,39365.00000000118,36.03120503139996,34,2,111,0.5604060884893822,0.3638231270484238,4.477530764288502e-5,15.62591732325342,Georges Bank,10.478005349475184,11.364273827197954,-0.8862684777227692,127397840.6049707
GB,1979,Spring,34,12044.999999999882,32.48530643669049,25,2,126,0.6078391627303796,0.13188426915961715,1.0332291977366958e-4,21.245614983651603,Georges Bank,5.466440964946701,6.301109876470461,-0.8346689115237602,127397840.6049707
GB,1980,Fall,35,29655.99999999981,20.331330109579692,14,2,123,0.2810633789863799,0.02575214771232844,1.548757726287886e-4,21.1544594457408,Georges Bank,10.916423133891884,11.364273827197954,-0.4478506933060693,156379801.38023305
GB,1980,Spring,36,15027.99999999994,39.9054043500172,38,4,168,0.7224838880467408,0.4198674746595737,3.857854553894314e-4,63.78639392873392,Georges Bank,6.081413030324581,6.301109876470461,-0.21969684614588036,156379801.38023305
GB,1981,Fall,34,18196.999999999734,36.87437732580666,34,1,108,0.605908192761457,0.2807535837661912,2.4143388100739943e-5,16.087019982701133,Georges Bank,10.809737317703815,11.364273827197954,-0.5545365094941381,127144361.8683703
GB,1981,Spring,36,19854.999999999734,41.10748373728123,36,3,119,0.6166408214840707,0.22873174705465563,2.208808307400755e-4,17.230573983544396,Georges Bank,5.9987348082333485,6.301109876470461,-0.30237506823711247,127144361.8683703
GB,1982,Fall,34,12258.00000000002,30.95965859173132,30,2,112,0.4020608107917259,0.18710952988096216,1.2114625991347348e-4,15.62591732325342,Georges Bank,10.90921616441738,11.364273827197954,-0.4550576627805736,128731073.52893344
GB,1982,Spring,38,7879.000000000006,46.29083317420857,45,4,112,1.287737281063146,0.5392806229297934,5.327770689848076e-4,17.15336239931357,Georges Bank,5.76736758871152,6.301109876470461,-0.5337422877589413,128731073.52893344
GB,1983,Fall,40,12280.999999999976,33.06411525855926,27,2,109,0.5314274867385878,0.1441710443713423,1.548757726287886e-4,13.450496112844068,Georges Bank,10.780322021593593,11.364273827197954,-0.5839518056043609,112567879.99628754
GB,1983,Spring,37,12404.000000000044,37.75400054664607,34,4,135,0.651731600826608,0.20354494369645904,5.327770689848076e-4,31.217998736716996,Georges Bank,6.820475126240676,6.301109876470461,0.5193652497702148,112567879.99628754
GB,1984,Fall,40,12163.000000000016,29.41622095698857,29,2,110,0.48757940190681415,0.17806701804411088,1.0259749676006846e-4,14.91909176913304,Georges Bank,10.885247101017026,11.364273827197954,-0.479026726180928,95159057.90225664
GB,1984,Spring,36,5390.999999999986,45.657212036269925,39,3,112,1.0982654716953864,0.5080849462284686,1.2705264994290432e-4,14.312562462338116,Georges Bank,6.30968040241289,6.301109876470461,0.0085705259424289,95159057.90225664
GB,1985,Fall,38,33636.000000000204,19.519000739600685,11,2,114,0.21252235779837575,0.02668506948648196,1.0259749676006846e-4,16.68155452233745,Georges Bank,11.88135897152659,11.364273827197954,0.517085144328636,112621113.92985287
GB,1985,Spring,39,13946,38.86390362828051,34.160000000001425,3,125,0.7023873893931126,0.24986398297345563,2.208808307400755e-4,20.030117670780868,Georges Bank,6.569108702395874,6.301109876470461,0.2679988259254129,112621113.92985287
GB,1986,Fall,37,14502.999999999993,38.15953819190369,32,2,108,0.6913424952958602,0.2533888244966196,1.2114625991347348e-4,10.925586906196523,Georges Bank,12.05019731854274,11.364273827197954,0.685923491344786,90766286.92387594
GB,1986,Spring,39,13630,36.223184152604546,31,3,127,0.5929528381395713,0.1693907994342024,2.103228749702038e-4,21.02724539974517,Georges Bank,6.985415411112122,6.301109876470461,0.6843055346416609,90766286.92387594
GB,1987,Fall,36,15428,40.04161265232046,40,2,136,0.546278284058554,0.3145015730167318,4.477530764288502e-5,28.960756916286,Georges Bank,10.438199629714456,11.364273827197954,-0.9260741974834978,91635392.87126482
GB,1987,Spring,37,13038,41.65208109628266,34,3,131,0.6849820854792564,0.22873174705465563,3.163249227451163e-4,28.29597968133623,Georges Bank,5.94188449396828,6.301109876470461,-0.3592253825021814,91635392.87126482
GB,1988,Fall,33,12922,26.87919826652221,26,2,115,0.33157736280321914,0.1372870393298193,4.835555390003871e-5,17.143289593382335,Georges Bank,10.486163212412176,11.364273827197954,-0.8781106147857773,110580907.09503016
GB,1988,Spring,36,12127,52.9571204749732,56,3,120,0.9926013708815732,0.7162559915791776,2.208808307400755e-4,17.6775810243435,Georges Bank,5.851621881738271,6.301109876470461,-0.4494879947321904,110580907.09503016
GB,1989,Fall,38,14585.999999999893,27.335714200033863,26,2,106,0.2867271203043681,0.13848340827079922,4.477530764288502e-5,10.268196998950383,Georges Bank,11.286745345446556,11.364273827197954,-0.07752848175139881,106721378.5718729
GB,1989,Spring,36,9606.000000000076,37.90710803127441,34,3,120,0.620858726982549,0.25661272420846065,3.163249227451163e-4,17.6775810243435,Georges Bank,6.028483347820314,6.301109876470461,-0.2726265286501466,106721378.5718729
GB,1990,Fall,38,26366.99999999973,22.10679433335008,16,2,111,0.25262110224646345,0.05036646843098909,4.477530764288502e-5,13.299041964725845,Georges Bank,10.99407268352339,11.364273827197954,-0.3702011436745636,125737601.91874053
GB,1990,Spring,32,19640.999999999793,55.75621024200027,62,4,140,1.0726845250114745,1.0090100626453875,5.030669608807974e-4,28.334801911173606,Georges Bank,6.356982731033898,6.301109876470461,0.05587285456343682,125737601.91874053
GB,1991,Fall,36,12090.000000000042,22.613489393055765,19,3,106,0.30094769174931774,0.06605792388181526,1.548757726287886e-4,18.8984222154685,Georges Bank,12.246679637900495,11.364273827197954,0.8824058107025436,116792593.1487448
GB,1991,Spring,37,11887.99999999999,39.689602134628615,36,3,127,0.6672468230275274,0.25302202944657026,2.208808307400755e-4,21.02724539974517,Georges Bank,7.044591993243396,6.301109876470461,0.7434821167729346,116792593.1487448
GB,1992,Fall,33,18537,23.8924313535092,24,2,103,0.2093214472547185,0.11491417475396686,1.2114625991347348e-4,10.05551100341392,Georges Bank,10.43948745892378,11.364273827197954,-0.924786368274173,108900214.64094332
GB,1992,Spring,34,11772,41.317957866123,38,5,111,0.6475914374567842,0.25235157891070836,0.00146312129651198,12.80493743600996,Georges Bank,6.189041339261933,6.301109876470461,-0.11206853720852816,108900214.64094332
GB,1993,Fall,40,11607.000000000076,26.63874095741699,26,1,128,0.2693149551076071,0.1441710443713423,5.976950917807663e-6,14.15401636406306,Georges Bank,11.76603083264996,11.364273827197954,0.401757005452005,110788664.71723711
GB,1993,Spring,37,15177,42.27897476444621,38,2,115,0.6501939531466683,0.311588101827822,6.385767754978434e-5,15.518599496698917,Georges Bank,5.772696188933958,6.301109876470461,-0.5284136875365029,110788664.71723711
GB,1994,Fall,42,15150,22.20059405940594,24,2,106,0.19822460195352937,0.10191576396158196,1.2114625991347348e-4,10.268196998950383,Georges Bank,12.090673108149968,11.364273827197954,0.7263992809520143,79198781.64260153
GB,1994,Spring,40,16102.999999999907,34.01704479843833,32,3,121,0.31710199818131607,0.15917825066210284,1.1958860989804572e-4,14.312562462338116,Georges Bank,6.6770291820446745,6.301109876470461,0.3759193055742136,79198781.64260153
GB,1995,Fall,39,21918,21.723606168446025,15,2,114,0.21217054982135403,0.06605792388181526,2.511243272327328e-5,9.666745266183812,Georges Bank,12.329889863900233,11.364273827197954,0.9656160367022792,70042941.23686618
GB,1995,Spring,36,14063,28.79748275616867,23,3,111,0.37039526001953504,0.10732878377949943,8.825890271680295e-5,13.925032700438692,Georges Bank,6.699696724554299,6.301109876470461,0.3985868480838377,70042941.23686618
GB,1996,Fall,37,11916,26.18596844578718,25,2,101,0.2450342410108496,0.1372870393298193,1.2114625991347348e-4,8.7463686592836,Georges Bank,9.532117822194715,11.364273827197954,-1.8321560050032384,87339361.01089016
GB,1996,Spring,38,23625,33.58603174603174,26,4,103,0.4086699234658089,0.12153428586167889,3.857854553894314e-4,11.075678092555036,Georges Bank,5.889813220719438,6.301109876470461,-0.41129665575102337,87339361.01089016
GB,1997,Fall,40,18090,23.68424543946932,24,2,106,0.2376598349322048,0.12156497106349866,1.0259749676006846e-4,13.287759804325088,Georges Bank,11.397973843364577,11.364273827197954,0.03370001616662144,89213428.05063123
GB,1997,Spring,37,12968,39.7881708821715,30,3,95,0.6816429981372417,0.21385239919152485,4.1788086216217307e-4,8.118054509315291,Georges Bank,6.062828551701935,6.301109876470461,-0.2382813247685256,89213428.05063123
GB,1998,Fall,40,23754,21.81485223541298,19,2,121,0.2048362571392364,0.09194555438976594,2.511243272327328e-5,11.761869454429364,Georges Bank,10.328975356448725,11.364273827197954,-1.035298470749229,145326809.45432845
GB,1998,Spring,38,9806,45.05333469304507,40,4,123,0.8131745147648196,0.5307404663725362,2.27428270542598e-4,13.171288254883189,Georges Bank,5.835254482021915,6.301109876470461,-0.4658553944485462,145326809.45432845
GB,1999,Fall,41,22537,19.327505879220837,10,2,116,0.24106325132363132,0.02019752785005926,4.835555390003871e-5,11.611834184516267,Georges Bank,13.298922858428636,11.364273827197954,1.9346490312306823,103073858.76425904
GB,1999,Spring,36,17227,34.52847274627039,26,4,121,0.4677532353151804,0.13629179399800623,5.327770689848076e-4,13.9854584715702,Georges Bank,6.873922884295877,6.301109876470461,0.5728130078254159,103073858.76425904
GB,2000,Fall,37,17843,22.72683965700835,24,2,122,0.268689749665283,0.12156497106349866,1.097870419143184e-4,12.084901664778783,Georges Bank,11.387667054411354,11.364273827197954,0.02339322721340053,128304800.6453032
GB,2000,Spring,36,23336,26.51058450462804,21,3,127,0.2927484336072707,0.07515924584331372,3.097643537660559e-4,13.79325176343917,Georges Bank,7.492422744037282,6.301109876470461,1.191312867566821,128304800.6453032
GB,2001,Fall,40,20649,23.85200251828176,24,2,126,0.28461349862819924,0.10191576396158196,1.2114625991347348e-4,13.438939281776207,Georges Bank,11.781847352246311,11.364273827197954,0.4175735250483577,215898517.3685564
GB,2001,Spring,40,21945,27.21408065618592,26,4,115,0.24614367704155865,0.14911959600976707,3.857854553894314e-4,10.1176747658145,Georges Bank,6.584225673461316,6.301109876470461,0.2831157969908551,215898517.3685564
GB,2002,Fall,41,21793,34.662735740834215,29,2,129,0.6280463911508677,0.2168482930021146,2.511243272327328e-5,14.521298792536806,Georges Bank,12.5313288053519,11.364273827197954,1.1670549781539457,142183437.92645255
GB,2002,Spring,37,19534,38.028104842838125,33,3,128,0.6077895149795458,0.3186962190014778,3.496765227296875e-4,14.15401636406306,Georges Bank,6.983984133052701,6.301109876470461,0.6828742565822399,142183437.92645255
GB,2003,Fall,35,37266,18.335560564589706,13,2,120,0.13724386817521614,0.02574332985244063,4.477530764288502e-5,11.444898307731895,Georges Bank,11.21695167789435,11.364273827197954,-0.1473221493036032,157756863.13897887
GB,2003,Spring,37,7376.99999999999,38.55941188222239,34,3,110,0.6743544022188785,0.3379086748063469,3.163249227451163e-4,9.811192377354192,Georges Bank,5.603456308304019,6.301109876470461,-0.6976535681664418,157756863.13897887
GB,2004,Fall,41,25301,29.08224971345006,26,1,126,0.3724945076208672,0.17421041768131382,1.6547095004121455e-5,13.438939281776207,Georges Bank,9.821495249873408,11.364273827197954,-1.5427785773245457,161967625.96260598
GB,2004,Spring,35,15585,29.10522938723131,22,4,107,0.4632022320777055,0.1006306105279956,3.857854553894314e-4,11.849747657927995,Georges Bank,5.162019939407165,6.301109876470461,-1.1390899370632956,161967625.96260598
GB,2005,Fall,40,20676,36.38513252079706,33,2,132,0.5667456888076697,0.3638231270484238,6.0075315119125174e-5,15.662912379317149,Georges Bank,11.049019199996216,11.364273827197954,-0.3152546272017389,131012904.80611816
GB,2005,Spring,37,10651,31.204487841517228,27,2,110,0.4032046116942589,0.1889584181245808,6.291893637690141e-5,12.09293855122432,Georges Bank,5.4604721898289394,6.301109876470461,-0.8406376866415215,131012904.80611816
GB,2006,Fall,38,30970,25.010816919599613,23,2,127,0.30619586798551396,0.0938039686217896,3.949442537340164e-5,13.79325176343917,Georges Bank,11.262873753981332,11.364273827197954,-0.10140007321662203,109842634.59707728
GB,2006,Spring,37,9641,38.86588528160979,33,4,134,0.711279021209648,0.3148936561799632,5.030669608807974e-4,16.457788619329474,Georges Bank,6.346321791699988,6.301109876470461,0.04521191522952694,109842634.59707728
GB,2007,Fall,37,27288,33.84542656112577,32,2,128,0.5511137415955892,0.2607538286953015,4.835555390003871e-5,16.0651756377116,Georges Bank,10.065378292399831,11.364273827197954,-1.298895534798122,97298125.03546272
GB,2007,Spring,37,19162,34.469105521344325,31,5,133,0.5481109831279803,0.2630675403595163,0.00107572627868807,16.05692619618659,Georges Bank,5.442096077528449,6.301109876470461,-0.8590137989420121,97298125.03546272
GB,2008,Fall,36,15647,39.31571547261456,36,2,125,0.7066837288530994,0.31283933186573165,2.511243272327328e-5,13.091013361041224,Georges Bank,11.263511963551313,11.364273827197954,-0.10076186364664252,99902516.47608316
GB,2008,Spring,34,11132,36.34135824649659,35,4,95,0.6286612627070574,0.3877923446384639,5.030669608807974e-4,7.506775618123478,Georges Bank,6.117472859555255,6.301109876470461,-0.18363701691520615,99902516.47608316
GB,2009,Fall,38,31663.99999999993,29.15831782003964,23,4,130,0.3632031720314157,0.10191576396158196,6.327978382946629e-4,14.895164907769752,Georges Bank,12.700027656651503,11.364273827197954,1.3357538294535516,131358960.03171998
GB,2009,Spring,40,14828.999999999953,32.85867607054682,29,3,138,0.4878541044963183,0.17209650239370777,2.103228749702038e-4,18.131058485720345,Georges Bank,6.333355612436284,6.301109876470461,0.03224573596582303,131358960.03171998
GB,2010,Fall,44,36242.00000000109,28.73430884832926,24,4,133,0.27161173743670536,0.10191576396158196,2.7849929955007044e-4,16.05692619618659,Georges Bank,12.06146285949158,11.364273827197954,0.6971890322936254,109643448.97375724
GB,2010,Spring,39,14210.000000000093,28.47063943920852,26,5,128,0.39215818047199746,0.12854661883778146,0.00189537066697673,14.15401636406306,Georges Bank,7.6048222205003615,6.301109876470461,1.3037123440299003,109643448.97375724
GB,2011,Fall,45,41589.00000000137,29.668023357908083,27,4,131,0.269811436233484,0.1427150306695537,2.7849929955007044e-4,15.27568071786731,Georges Bank,11.793525657908583,11.364273827197954,0.4292518307106299,148845485.44379002
GB,2011,Spring,38,30273.999999999447,24.08946058786006,20,5,124,0.18799380084957223,0.07503777118110888,0.00107572627868807,12.749408594904036,Georges Bank,6.819724183625359,6.301109876470461,0.5186143071548983,148845485.44379002
GB,2012,Fall,41,66696.99999999985,38.0059502690512,36,3,130,0.40247384449555434,0.2524597293758133,1.64275507653426e-4,19.66080339560248,Georges Bank,13.332908732313816,11.364273827197954,1.968634905115863,146952162.77094746
GB,2012,Spring,41,39197.0000000005,24.86876194019681,25,4,193,0.1912132157076235,0.11537835640987806,5.030669608807974e-4,100.3650383720492,Georges Bank,8.023089687073329,6.301109876470461,1.7219798106028676,146952162.77094746
GB,2013,Fall,40,148134.00000000105,21.51866283608963,15,3,120,0.11329962758624938,0.03624913651253625,1.0259749676006846e-4,16.74186896811501,Georges Bank,12.97748466574476,11.364273827197954,1.6132108385468058,139185404.10651207
GB,2013,Spring,40,31052.99999999972,27.98417774385075,27,5,121,0.25908583686227793,0.13389422510671234,0.00103175219881585,11.761869454429364,Georges Bank,7.513345343432667,6.301109876470461,1.2122354669622055,139185404.10651207
GB,2014,Fall,43,72850.99999999927,27.660371668418676,24,0,136,0.20345608491492745,0.1258002662532531,0,22.036797201126223,Georges Bank,13.523275028772586,11.364273827197954,2.1590012015746325,150186980.44952935
GB,2014,Spring,39,138344.9999999993,23.285533067495184,20,6,133,0.16500966978221351,0.07505530124782268,0.00189537066697673,16.05692619618659,Georges Bank,6.809495365521912,6.301109876470461,0.5083854890514514,150186980.44952935
GB,2015,Fall,39,52560.00000000037,31.114362964532308,30,3,125,0.34352125757964663,0.24760028485484956,1.0259749676006846e-4,13.091013361041224,Georges Bank,13.574142974089128,11.364273827197954,2.209869146891174,133005699.69188891
GB,2015,Spring,42,85664.99999999831,25.67748927610192,25,5,122,0.18640206062796136,0.13151957415507431,6.183707934231416e-4,22.424595313503477,Georges Bank,7.20306985702142,6.301109876470461,0.9019599805509592,133005699.69188891
GB,2016,Fall,45,107632.999999999,21.577481686349067,18,2,127,0.1528648666192399,0.0559487204389082,1.0259749676006846e-4,13.79325176343917,Georges Bank,13.822184978592132,11.364273827197954,2.4579111513941783,103063288.11424533
GB,2016,Spring,43,42800.000000000386,34.51302354087206,32,5,128,0.40524361208770926,0.2890386199707593,0.00105458988882066,51.75269701609432,Georges Bank,7.985636847899568,6.301109876470461,1.684526971429107,103063288.11424533
GB,2017,Fall,39,36068.000000000466,27.998962656347487,27,3,118,0.3060935508004106,0.17034363116073298,1.64275507653426e-4,10.82888082352875,Georges Bank,13.034899594286731,11.364273827197954,1.6706257670887794,87910223.93113852
GB,2017,Spring,46,35007,29.897386552594213,28,5,141,0.35042481788967733,0.17925291158281728,6.042520665517852e-4,81.95310927881202,Georges Bank,6.813440471639116,6.301109876470461,0.5123305951686552,87910223.93113852
GB,2018,Fall,41,35665.99999999981,22.78396826308005,12,3,120,0.24650336839092127,0.02047635599297434,1.0259749676006846e-4,11.444898307731895,Georges Bank,12.757454045910343,11.364273827197954,1.3931802187123914,75894248.83166532
GB,2018,Spring,41,17074.99999999998,32.401859141253965,31,4,129,0.4151606496860997,0.2613026054032427,7.708110198665078e-4,22.424595313503477,Georges Bank,7.510661317398125,6.301109876470461,1.2095514409276644,75894248.83166532
GB,2019,Fall,41,46190.000000001106,33.82387324094886,33,2,127,0.4398219433940108,0.18126575442487897,1.0259749676006846e-4,13.79325176343917,Georges Bank,11.96212747091576,11.364273827197954,0.5978536437178068,49771086.82895124
GB,2019,Spring,43,21691.99999999959,30.13105700314457,27,4,191,0.3866997391666904,0.16427718516834103,5.030669608807974e-4,97.0065205878845,Georges Bank,6.66164533522968,6.301109876470461,0.36053545875921866,49771086.82895124
GoM,1970,Fall,29,9940.999999999987,35.14897186388052,29,3,129,0.7765147650912377,0.31919374289160257,1.548757726287886e-4,24.550826962877224,Gulf of Maine,7.225850052113284,7.58698901219138,-0.36113896007809654,205627805.2759761
GoM,1970,Spring,29,8760.999999999976,35.36281280649697,29,6,118,0.7742663497196185,0.282843388854105,0.00103175219881585,16.791240668173533,Gulf of Maine,6.097260028330434,6.624192595080466,-0.5269325667500313,205627805.2759761
GoM,1971,Fall,35,9592.000000000007,35.07767637602494,30,3,130,0.9053055345618052,0.3383330084026459,1.548757726287886e-4,25.1507118171556,Gulf of Maine,6.854390709070237,7.58698901219138,-0.7325983031211436,201270622.11918563
GoM,1971,Spring,30,11559.999999999996,32.840216044100856,30,4,121,0.6670952565585633,0.4013059885057061,5.378131793918438e-4,17.442083817676576,Gulf of Maine,5.8420943209142395,6.624192595080466,-0.7820982741662261,201270622.11918563
GoM,1972,Fall,35,13822.000000000004,33.36859536950077,27,3,135,0.6838831276480466,0.21886793904854343,1.548757726287886e-4,28.30023227900544,Gulf of Maine,7.163878515699674,7.58698901219138,-0.42311049649170673,194843754.0329508
GoM,1972,Spring,28,14407.999999999967,31.038616461921222,29,4,112,0.5840588939971615,0.31919374289160257,2.960716094033669e-4,17.641156647788478,Gulf of Maine,6.1098683208929945,6.624192595080466,-0.5143242741874712,194843754.0329508
GoM,1973,Fall,35,8080.999999999971,35.846881264693465,31,3,130,0.9262276444837376,0.35863517558286584,1.548757726287886e-4,25.1507118171556,Gulf of Maine,6.859311343766963,7.58698901219138,-0.7276776684244171,215848774.6783184
GoM,1973,Spring,32,9546.000000000013,37.87399682190441,31,4,132,0.834751200077392,0.331071195104512,2.6932279165007504e-4,23.6651514780113,Gulf of Maine,6.025237694943794,6.624192595080466,-0.5989549001366719,215848774.6783184
GoM,1974,Fall,34,9012.999999999984,32.326666401117095,29,2,130,0.6787232947984105,0.275055066879454,4.477530764288502e-5,21.69678798344625,Gulf of Maine,7.83618224452252,7.58698901219138,0.24919323233113919,241404157.37841457
GoM,1974,Spring,29,9798.999999999978,32.35272295428066,26,4,130,0.6480686972166365,0.13009376432232775,3.097643537660559e-4,22.584773472632666,Gulf of Maine,6.676917287050119,6.624192595080466,0.05272469196965357,241404157.37841457
GoM,1975,Fall,34,16254.000000000036,31.297096557661984,29,3,118,0.5454116453711267,0.20801904880425512,1.548757726287886e-4,18.580530273685422,Gulf of Maine,8.141670059340697,7.58698901219138,0.5546810471493169,236489528.70292068
GoM,1975,Spring,33,14752.999999999998,27.173199095320125,20,4,120,0.4355834704713181,0.05505068931660643,3.857854553894314e-4,19.683634697956528,Gulf of Maine,7.395399289334972,6.624192595080466,0.7712066942545066,236489528.70292068
GoM,1976,Fall,35,13244.999999999964,42.68640024295755,34,1,134,1.0031145413484148,0.3478748031385694,7.421717934668531e-6,27.277359277608433,Gulf of Maine,8.747236982149483,7.58698901219138,1.1602479699581023,321534609.56247854
GoM,1976,Spring,33,17237.999999999935,31.859965632160723,26,5,141,0.5625977974253354,0.15222777188126124,5.640109368579932e-4,35.98413208328084,Gulf of Maine,7.752861579108431,6.624192595080466,1.1286689840279651,321534609.56247854
GoM,1977,Fall,35,18619.000000000084,35.565351352527095,32,3,126,0.8015232396569816,0.282843388854105,1.548757726287886e-4,25.98044743335131,Gulf of Maine,7.296577942830976,7.58698901219138,-0.2904110693604043,346309447.7715057
GoM,1977,Spring,32,12782.000000000002,34.341816179705496,30,3,133,0.6516577978839155,0.21886793904854343,1.5615322430887702e-4,24.218154596176937,Gulf of Maine,5.846221043761372,6.624192595080466,-0.7779715513190935,346309447.7715057
GoM,1978,Fall,37,28609.999999999945,34.65945351906554,31,2,146,0.7856910757469182,0.2955284474720241,5.407799053788915e-5,36.15267780847504,Gulf of Maine,6.8328676893049884,7.58698901219138,-0.7541213228863919,357083259.2527962
GoM,1978,Spring,34,7967.9999999999745,36.477879426634395,32,5,131,0.747640871754495,0.31919374289160257,7.098109415556149e-4,21.996024940908583,Gulf of Maine,5.723111102901887,6.624192595080466,-0.9010814921785784,357083259.2527962
GoM,1979,Fall,36,25097.000000000084,35.154778018654035,30,2,133,0.7888124700193734,0.282843388854105,2.873149093435317e-5,27.01006149758109,Gulf of Maine,6.901917830759596,7.58698901219138,-0.685071181431784,405438329.4088628
GoM,1979,Spring,32,15361.99999999998,28.369759962320032,26,3,133,0.473615413878018,0.1944079006230159,2.208808307400755e-4,24.218154596176937,Gulf of Maine,5.67686030238142,6.624192595080466,-0.9473322926990456,405438329.4088628
GoM,1980,Fall,36,11605.999999999978,35.06576834935272,31,2,127,0.728875653689614,0.28541765280245035,1.830452139612061e-4,23.380390768237135,Gulf of Maine,7.374583509514998,7.58698901219138,-0.2124055026763827,475976960.04513747
GoM,1980,Spring,33,10780.999999999962,31.576276728955985,28,3,125,0.5479678467828066,0.1834239299983712,1.5615322430887702e-4,20.030117670780868,Gulf of Maine,5.859807022604419,6.624192595080466,-0.7643855724760469,475976960.04513747
GoM,1981,Fall,36,7712.999999999981,37.80164743655665,34,4,134,0.8783679246713173,0.3989665853593915,3.735691319226485e-4,31.336015711869837,Gulf of Maine,7.039715994241452,7.58698901219138,-0.5472730179499283,406571779.3097132
GoM,1981,Spring,34,10950.999999999973,36.49991435998536,32,3,124,0.7671130652067479,0.2985777577915594,1.5615322430887702e-4,26.088857427853135,Gulf of Maine,5.510634351656247,6.624192595080466,-1.1135582434242188,406571779.3097132
